frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
436,14519.6,32,485,437,,,,,,,,,,,,,,,
437,14553.0,29,484,456,,,,,,,,,,,,,,,
438,14586.0,28,487,463,,,,,,,,,,,,,,,
439,14617.3,29,486,457,,,,,,,,,,,,,,,
440,14653.2,31,487,440,,,,,,,,,,,,,,,
441,14685.8,32,487,412,,,,,,,,,,,,,,,
442,14716.9,34,485,376,,,,,,,,,,,,,,,
443,14752.7,34,492,343,,,,,,,,,,,,,,,
444,14784.6,33,491,310,,,,,,,,,,,,,,,
445,14817.0,31,493,286,,,,,,,,,,,,,,,
446,14853.0,30,495,271,,,,,,,,,,,,,,,
447,14886.5,29,496,267,,,,,,,,,,,,,,,
448,14917.0,30,498,276,,,,,,,,,,,,,,,
449,14954.7,32,498,295,,,,,,,,,,,,,,,
450,14985.0,33,500,322,,,,,,,,,,,,,,,
451,15017.2,32,501,354,,,,,,,,,,,,,,,
452,15053.0,33,504,388,,,,,,,,,,,,,,,
453,15084.8,31,504,421,,,,,,,,,,,,,,,
454,15117.4,30,503,445,,,,,,,,,,,,,,,
455,15152.8,29,504,459,,,,,,,,,,,,,,,
456,15184.9,29,504,461,,,,,,,,,,,,,,,
457,15217.1,31,502,452,,,,,,,,,,,,,,,
458,15252.8,32,502,431,,,,,,,,,,,,,,,
459,15285.0,34,502,400,,,,,,,,,,,,,,,
460,15317.1,35,498,364,,,,,,,,,,,,,,,
461,15353.2,35,502,329,,,,,,,,,,,,,,,
462,15384.9,33,500,299,,,,,,,,,,,,,,,
463,15425.8,31,500,278,,,,,,,,,,,,,,,
464,15452.8,30,496,267,,,,,,,,,,,,,,,
465,15485.2,30,493,269,,,,,,,,,,,,,,,
466,15517.6,31,491,282,,,,,,,,,,,,,,,
