season,revenue,transactions,units,avg_line_sale,avg_units_line,avg_item_price,games,revenue_per_game,transactions_per_game,units_per_transaction,sales_per_transaction
2023,2760512.34,24398,61728,111.65314431321792,2.4966833845656042,44.64739928814108,81,34080.399259259255,301.2098765432099,2.5300434461841133,113.14502582178866
2024,2773821.11,24677,62127,110.95284439999999,2.48508,44.68083360000001,81,34244.7050617284,304.65432098765433,2.517607488754711,112.40511853142601
